Datetime,Real_Energy_Demand_MW
2018-01-09 10:00:00,11716.45
2018-01-09 10:30:00,11418.628
2018-01-09 11:00:00,11256.172
2018-01-09 11:30:00,11047.908
2018-01-09 12:00:00,10891.696
2018-01-09 12:30:00,10743.828000000001
2018-01-09 13:00:00,10620.95
2018-01-09 13:30:00,10564.712
2018-01-09 14:00:00,10389.768
2018-01-09 14:30:00,10177.332
2018-01-09 15:00:00,10089.86
2018-01-09 15:30:00,10302.296
2018-01-09 16:00:00,10483.484
2018-01-09 16:30:00,11002.086
2018-01-09 17:00:00,11983.038
2018-01-09 17:30:00,13036.887999999999
2018-01-09 18:00:00,12857.786
2018-01-09 18:30:00,12464.148
2018-01-09 19:00:00,11918.470000000001
2018-01-09 19:30:00,11564.41
2018-01-09 20:00:00,11277.004
2018-01-09 20:30:00,10841.716
2018-01-09 21:00:00,10275.220000000001
2018-01-09 21:30:00,9596.248
2018-01-09 22:00:00,10283.55
2018-01-09 22:30:00,10500.144
2018-01-09 23:00:00,10827.128
2018-01-09 23:30:00,10839.630000000001
2018-01-10 00:00:00,10864.619999999999
2018-01-10 00:30:00,10495.986
2018-01-10 01:00:00,10002.374
2018-01-10 01:30:00,9135.970000000001
2018-01-10 02:00:00,8302.885999999999
2018-01-10 02:30:00,7657.2480000000005
2018-01-10 03:00:00,7011.610000000001
2018-01-10 03:30:00,6607.5560000000005
2018-01-10 04:00:00,6384.704
2018-01-10 04:30:00,6401.364
2018-01-10 05:00:00,6792.916
2018-01-10 05:30:00,7382.33
2018-01-10 06:00:00,8734.002
2018-01-10 06:30:00,10206.48
2018-01-10 07:00:00,10375.18
2018-01-10 07:30:00,11345.73
2018-01-10 08:00:00,11612.318
2018-01-10 08:30:00,11516.516
2018-01-10 09:00:00,12078.84
2018-01-10 09:30:00,12212.134
2018-01-10 10:00:00,11999.698
2018-01-10 10:30:00,11739.367999999999
2018-01-10 11:00:00,11518.602
2018-01-10 11:30:00,11429.043999999998
2018-01-10 12:00:00,11335.313999999998
2018-01-10 12:30:00,11204.106
2018-01-10 13:00:00,11002.086
2018-01-10 13:30:00,11037.491999999998
2018-01-10 14:00:00,10937.518
2018-01-10 14:30:00,10839.630000000001
2018-01-10 15:00:00,10797.98
2018-01-10 15:30:00,10952.092
2018-01-10 16:00:00,11249.928
2018-01-10 16:30:00,11799.764
2018-01-10 17:00:00,12630.762
2018-01-10 17:30:00,13501.338
2018-01-10 18:00:00,13386.79
2018-01-10 18:30:00,13051.476
2018-01-10 19:00:00,12520.386
2018-01-10 19:30:00,12101.758
2018-01-10 20:00:00,11845.586
2018-01-10 20:30:00,11395.71
2018-01-10 21:00:00,10658.428
2018-01-10 21:30:00,10027.378
2018-01-10 22:00:00,10683.432
2018-01-10 22:30:00,10864.619999999999
2018-01-10 23:00:00,11006.243999999999
2018-01-10 23:30:00,10854.204000000002
2018-01-11 00:00:00,10795.894
2018-01-11 00:30:00,10462.666000000001
2018-01-11 01:00:00,10075.272
2018-01-11 01:30:00,9098.478
2018-01-11 02:00:00,8321.632000000001
2018-01-11 02:30:00,7675.994000000001
2018-01-11 03:00:00,7040.758
2018-01-11 03:30:00,6672.124
2018-01-11 04:00:00,6465.932
2018-01-11 04:30:00,6453.43
2018-01-11 05:00:00,6849.154
2018-01-11 05:30:00,7451.0560000000005
2018-01-11 06:00:00,8750.676
2018-01-11 06:30:00,10223.153999999999
2018-01-11 07:00:00,10437.662
2018-01-11 07:30:00,11374.892
2018-01-11 08:00:00,11653.968
2018-01-11 08:30:00,11614.403999999999
2018-01-11 09:00:00,12068.437999999998
2018-01-11 09:30:00,12155.91
2018-01-11 10:00:00,11905.982
2018-01-11 10:30:00,11631.064
2018-01-11 11:00:00,11433.202000000001
2018-01-11 11:30:00,11406.126
2018-01-11 12:00:00,11277.004
2018-01-11 12:30:00,11147.867999999999
2018-01-11 13:00:00,10900.026
2018-01-11 13:30:00,10745.914
2018-01-11 14:00:00,10566.797999999999
2018-01-11 14:30:00,10408.514
2018-01-11 15:00:00,10323.114000000001
2018-01-11 15:30:00,10439.748
2018-01-11 16:00:00,10618.864
2018-01-11 16:30:00,11154.126
2018-01-11 17:00:00,11941.387999999999
2018-01-11 17:30:00,12676.583999999999
2018-01-11 18:00:00,12289.204
2018-01-11 18:30:00,12026.774
2018-01-11 19:00:00,11397.796
2018-01-11 19:30:00,11056.238000000001
2018-01-11 20:00:00,10725.081999999999
2018-01-11 20:30:00,10506.402
2018-01-11 21:00:00,9929.49
2018-01-11 21:30:00,9300.511999999999
2018-01-11 22:00:00,10106.52
2018-01-11 22:30:00,10502.23
2018-01-11 23:00:00,10856.29
2018-01-11 23:30:00,10779.234
2018-01-12 00:00:00,10702.178
2018-01-12 00:30:00,10262.718
2018-01-12 01:00:00,9779.536
2018-01-12 01:30:00,8759.006
2018-01-12 02:00:00,7927.994000000001
2018-01-12 02:30:00,7186.554
2018-01-12 03:00:00,6601.312
2018-01-12 03:30:00,6147.278
2018-01-12 04:00:00,5861.9439999999995
2018-01-12 04:30:00,5726.564
2018-01-12 05:00:00,5776.558
2018-01-12 05:30:00,5986.907999999999
2018-01-12 06:00:00,6401.364
2018-01-12 06:30:00,6932.454
2018-01-12 07:00:00,7561.446
2018-01-12 07:30:00,8594.464
2018-01-12 08:00:00,9525.436000000002
2018-01-12 08:30:00,10046.124
2018-01-12 09:00:00,10554.296
2018-01-12 09:30:00,10554.296
2018-01-12 10:00:00,10346.032
2018-01-12 10:30:00,10100.261999999999
2018-01-12 11:00:00,9891.998
2018-01-12 11:30:00,9671.232
2018-01-12 12:00:00,9540.024000000001
2018-01-12 12:30:00,9315.086
2018-01-12 13:00:00,9152.630000000001
2018-01-12 13:30:00,8983.93
2018-01-12 14:00:00,8869.382
2018-01-12 14:30:00,8715.27
2018-01-12 15:00:00,8736.088
2018-01-12 15:30:00,8825.646
2018-01-12 16:00:00,8990.188
2018-01-12 16:30:00,9675.39
2018-01-12 17:00:00,10541.808
2018-01-12 17:30:00,11514.43
2018-01-12 18:00:00,11522.76
2018-01-12 18:30:00,11106.218
2018-01-12 19:00:00,10473.068
2018-01-12 19:30:00,9939.892
2018-01-12 20:00:00,9612.908
2018-01-12 20:30:00,9302.583999999999
2018-01-12 21:00:00,8863.137999999999
2018-01-12 21:30:00,8427.849999999999
2018-01-12 22:00:00,8942.279999999999
2018-01-12 22:30:00,9119.310000000001
2018-01-12 23:00:00,9335.918
2018-01-12 23:30:00,8886.042000000001
2018-01-13 00:00:00,8690.266
2018-01-13 00:30:00,8067.546
2018-01-13 01:00:00,7698.898
2018-01-13 01:30:00,6963.701999999999
2018-01-13 02:00:00,6399.2919999999995
2018-01-13 02:30:00,5939.0
2018-01-13 03:00:00,5578.696
2018-01-13 03:30:00,5268.372
2018-01-13 04:00:00,5135.0779999999995
2018-01-13 04:30:00,5030.946
2018-01-13 05:00:00,5141.322
2018-01-13 05:30:00,5249.626
2018-01-13 06:00:00,5572.452
2018-01-13 06:30:00,5843.198
2018-01-13 07:00:00,6159.78
2018-01-13 07:30:00,6909.55
2018-01-13 08:00:00,7755.136
2018-01-13 08:30:00,8423.678
2018-01-13 09:00:00,9121.396
2018-01-13 09:30:00,9423.39
2018-01-13 10:00:00,9400.472
2018-01-13 10:30:00,9183.878
2018-01-13 11:00:00,8956.854
2018-01-13 11:30:00,8740.26
2018-01-13 12:00:00,8579.89
2018-01-13 12:30:00,8365.367999999999
2018-01-13 13:00:00,8096.694
2018-01-13 13:30:00,7857.182000000001
2018-01-13 14:00:00,7667.664
2018-01-13 14:30:00,7498.964
2018-01-13 15:00:00,7628.086
2018-01-13 15:30:00,7778.04
2018-01-13 16:00:00,8096.694
2018-01-13 16:30:00,8890.214
2018-01-13 17:00:00,9856.592
2018-01-13 17:30:00,10877.122
2018-01-13 18:00:00,11083.314
2018-01-13 18:30:00,10700.092
2018-01-13 19:00:00,10454.336
2018-01-13 19:30:00,10039.866
2018-01-13 20:00:00,9698.308
2018-01-13 20:30:00,9446.294
2018-01-13 21:00:00,8936.036
2018-01-13 21:30:00,8388.272
2018-01-13 22:00:00,8771.493999999999
2018-01-13 22:30:00,8940.194
2018-01-13 23:00:00,9008.92
2018-01-13 23:30:00,8600.708
2018-01-14 00:00:00,8519.494
2018-01-14 00:30:00,8027.968000000001
2018-01-14 01:00:00,7696.812
2018-01-14 01:30:00,7151.148
2018-01-14 02:00:00,6588.8099999999995
2018-01-14 02:30:00,6143.106
2018-01-14 03:00:00,5914.01
2018-01-14 03:30:00,5678.67
2018-01-14 04:00:00,5720.32
2018-01-14 04:30:00,5772.3859999999995
2018-01-14 05:00:00,6209.76
2018-01-14 05:30:00,6905.392
2018-01-14 06:00:00,8227.902
2018-01-14 06:30:00,9708.724
2018-01-14 07:00:00,10064.856
2018-01-14 07:30:00,10956.264
2018-01-14 08:00:00,11337.400000000001
2018-01-14 08:30:00,11329.07
2018-01-14 09:00:00,11822.668
2018-01-14 09:30:00,12014.286
2018-01-14 10:00:00,11818.51
2018-01-14 10:30:00,11464.449999999999
2018-01-14 11:00:00,11339.486
2018-01-14 11:30:00,11245.756
2018-01-14 12:00:00,11081.228
2018-01-14 12:30:00,10925.016
2018-01-14 13:00:00,10966.68
2018-01-14 13:30:00,10829.214
2018-01-14 14:00:00,10656.356
2018-01-14 14:30:00,10510.560000000001
2018-01-14 15:00:00,10462.666000000001
2018-01-14 15:30:00,10568.884
2018-01-14 16:00:00,10783.392
2018-01-14 16:30:00,11320.74
2018-01-14 17:00:00,12455.818000000001
2018-01-14 17:30:00,13484.678
2018-01-14 18:00:00,13276.4
2018-01-14 18:30:00,12791.132
2018-01-14 19:00:00,12126.748
2018-01-14 19:30:00,11880.992
2018-01-14 20:00:00,11426.957999999999
2018-01-14 20:30:00,11118.720000000001
2018-01-14 21:00:00,10462.666000000001
2018-01-14 21:30:00,9869.08
2018-01-14 22:00:00,10423.088
2018-01-14 22:30:00,10485.57
2018-01-14 23:00:00,10664.686
2018-01-14 23:30:00,10598.032
2018-01-15 00:00:00,10608.448
2018-01-15 00:30:00,10387.682
2018-01-15 01:00:00,10029.45
2018-01-15 01:30:00,9206.782
2018-01-15 02:00:00,8369.526000000002
2018-01-15 02:30:00,7657.2480000000005
2018-01-15 03:00:00,7094.91
2018-01-15 03:30:00,6599.226
2018-01-15 04:00:00,6386.79
2018-01-15 04:30:00,6313.892
2018-01-15 05:00:00,6749.18
2018-01-15 05:30:00,7446.884
2018-01-15 06:00:00,8767.336
2018-01-15 06:30:00,10281.464
2018-01-15 07:00:00,10602.204
2018-01-15 07:30:00,11587.328
2018-01-15 08:00:00,11889.322
2018-01-15 08:30:00,11770.601999999999
2018-01-15 09:00:00,12182.986
2018-01-15 09:30:00,12366.26
2018-01-15 10:00:00,12049.692
2018-01-15 10:30:00,11649.81
2018-01-15 11:00:00,11316.568
2018-01-15 11:30:00,11301.993999999999
2018-01-15 12:00:00,11143.71
2018-01-15 12:30:00,11006.243999999999
2018-01-15 13:00:00,10943.761999999999
2018-01-15 13:30:00,10860.462
2018-01-15 14:00:00,10716.752
2018-01-15 14:30:00,10541.808
2018-01-15 15:00:00,10423.088
2018-01-15 15:30:00,10666.772
2018-01-15 16:00:00,10906.284
2018-01-15 16:30:00,11326.984
2018-01-15 17:00:00,12568.28
2018-01-15 17:30:00,13699.199999999999
2018-01-15 18:00:00,13576.322
2018-01-15 18:30:00,13122.287999999999
2018-01-15 19:00:00,12568.28
2018-01-15 19:30:00,12166.326
2018-01-15 20:00:00,11930.971999999998
2018-01-15 20:30:00,11581.084
2018-01-15 21:00:00,10893.782
2018-01-15 21:30:00,10164.83
2018-01-15 22:00:00,10764.66
2018-01-15 22:30:00,10850.045999999998
2018-01-15 23:00:00,10929.188
2018-01-15 23:30:00,10931.274000000001
2018-01-16 00:00:00,10875.036
2018-01-16 00:30:00,10662.599999999999
2018-01-16 01:00:00,10381.438
2018-01-16 01:30:00,9525.436000000002
2018-01-16 02:00:00,8690.266
2018-01-16 02:30:00,8077.948
2018-01-16 03:00:00,7382.33
2018-01-16 03:30:00,6980.361999999999
2018-01-16 04:00:00,6734.606
2018-01-16 04:30:00,6672.124
2018-01-16 05:00:00,7119.9
2018-01-16 05:30:00,7867.598
2018-01-16 06:00:00,9283.838
2018-01-16 06:30:00,10904.198
2018-01-16 07:00:00,11160.369999999999
2018-01-16 07:30:00,12260.042000000001
2018-01-16 08:00:00,12587.026
2018-01-16 08:30:00,12328.768
2018-01-16 09:00:00,12632.848
2018-01-16 09:30:00,12743.238
2018-01-16 10:00:00,12437.072
2018-01-16 10:30:00,11999.698
2018-01-16 11:00:00,11681.044
2018-01-16 11:30:00,11537.333999999999
2018-01-16 12:00:00,11331.155999999999
2018-01-16 12:30:00,11108.304
