Datetime,Real_Energy_Demand_MW,hour,day_of_week,month,day_of_year,lag_1h,lag_2h,lag_24h,rolling_mean_24h,rolling_std_24h
2018-01-02 17:00:00,11472.78,17,1,1,2,10785.478,10383.51,6403.45,10195.72625,1275.0956093781404
2018-01-02 17:30:00,12457.904,17,1,1,2,11472.78,10785.478,7003.266,10406.948333333334,1012.3956818111155
2018-01-02 18:00:00,12218.392,18,1,1,2,12457.904,11472.78,8234.16,10634.224916666666,806.3710876532699
2018-01-02 18:30:00,11739.368,18,1,1,2,12218.392,12457.904,9502.532,10800.234583333333,692.9220525374272
2018-01-02 19:00:00,11152.04,19,1,1,2,11739.368,12218.392,9537.938,10893.436083333334,660.4578596170217
2018-01-02 19:30:00,10720.91,19,1,1,2,11152.04,11739.368,10391.854,10960.690333333334,595.4045446785532
2018-01-02 20:00:00,10331.444,20,1,1,2,10720.91,11152.04,10825.056,10974.401,585.4414688358578
2018-01-02 20:30:00,10041.952,20,1,1,2,10331.444,10720.91,10845.874,10953.833833333332,599.4199001318268
2018-01-02 21:00:00,9398.4,21,1,1,2,10041.952,10331.444,11404.04,10920.337083333334,627.5189711873135
2018-01-02 21:30:00,8904.788,21,1,1,2,9398.4,10041.952,11466.522,10836.76875,690.6725563934457
2018-01-02 22:00:00,9727.456,22,1,1,2,8904.788,9398.4,11279.09,10730.029833333332,781.1413359310449
2018-01-02 22:30:00,10091.932,22,1,1,2,9727.456,8904.788,11035.406,10665.378416666666,797.7564459570807
2018-01-02 23:00:00,10389.768,23,1,1,2,10091.932,9727.456,10885.452,10626.067000000001,801.9645460924132
2018-01-02 23:30:00,10298.124,23,1,1,2,10389.768,10091.932,10816.726,10605.4135,801.3766170196253
2018-01-03 00:00:00,10275.22,0,2,1,3,10298.124,10389.768,10725.082,10583.805083333333,802.4221698432726
2018-01-03 00:30:00,10012.79,0,2,1,3,10275.22,10298.124,10683.432,10565.060833333333,804.2307707359704
2018-01-03 01:00:00,9590.004,1,2,1,3,10012.79,10275.22,10683.432,10537.117416666666,811.5566191820798
2018-01-03 01:30:00,8640.286,1,2,1,3,9590.004,10012.79,10595.96,10491.557916666667,833.3837571832416
2018-01-03 02:00:00,7805.116,2,2,1,3,8640.286,9590.004,10468.91,10410.0715,914.404112046982
2018-01-03 02:30:00,7194.884,2,2,1,3,7805.116,8640.286,10235.642,10299.080083333334,1057.4328051646703
2018-01-03 03:00:00,6570.064,3,2,1,3,7194.884,7805.116,10193.992,10172.381833333335,1232.9625929156814
2018-01-03 03:30:00,6274.3279999999995,3,2,1,3,6570.064,7194.884,10310.626,10021.384833333334,1435.4752264760289
2018-01-03 04:00:00,6122.2880000000005,4,2,1,3,6274.3279999999995,6570.064,10383.51,9853.20575,1624.1586913262345
2018-01-03 04:30:00,6068.136,4,2,1,3,6122.2880000000005,6274.3279999999995,10785.478,9675.654833333332,1788.2885216526888
2018-01-03 05:00:00,6440.942,5,2,1,3,6068.136,6122.2880000000005,11472.78,9479.098916666668,1915.7097383165972
2018-01-03 05:30:00,7036.6,5,2,1,3,6440.942,6068.136,12457.904,9269.439,1962.7993085138055
2018-01-03 06:00:00,8302.885999999999,6,2,1,3,7036.6,6440.942,12218.392,9043.551333333335,1890.5258196481798
2018-01-03 06:30:00,9648.314,6,2,1,3,8302.885999999999,7036.6,11739.368,8880.405250000002,1769.7235540505599
2018-01-03 07:00:00,9708.724,7,2,1,3,9648.314,8302.885999999999,11152.04,8793.278,1671.604560923796
2018-01-03 07:30:00,10516.804,7,2,1,3,9708.724,9648.314,10720.91,8733.139833333333,1607.8003663450017
2018-01-03 08:00:00,10870.878,8,2,1,3,10516.804,9708.724,10331.444,8724.635416666666,1597.3347126294382
2018-01-03 08:30:00,10910.442,8,2,1,3,10870.878,10516.804,10041.952,8747.111833333334,1624.491854939954
2018-01-03 09:00:00,11277.004,9,2,1,3,10910.442,10870.878,9398.4,8783.298916666667,1663.787655353007
2018-01-03 09:30:00,11445.704,9,2,1,3,11277.004,10910.442,8904.788,8861.574083333335,1736.5823881247989
2018-01-03 10:00:00,11293.664,10,2,1,3,11445.704,11277.004,9727.456,8967.445583333334,1815.0143415706502
2018-01-03 10:30:00,10872.95,10,2,1,3,11293.664,11445.704,10091.932,9032.70425,1870.8268344709177
2018-01-03 11:00:00,10966.68,11,2,1,3,10872.95,11293.664,10389.768,9065.246666666668,1896.6671547526378
2018-01-03 11:30:00,10866.706,11,2,1,3,10966.68,10872.95,10298.124,9089.284666666666,1917.7227091810669
2018-01-03 12:00:00,10760.488,12,2,1,3,10866.706,10966.68,10275.22,9112.975583333335,1936.7235082197822
2018-01-03 12:30:00,10660.514,12,2,1,3,10760.488,10866.706,10012.79,9133.195083333334,1951.858935458465
2018-01-03 13:00:00,10641.768,13,2,1,3,10660.514,10760.488,9590.004,9160.183583333333,1968.953162016902
2018-01-03 13:30:00,10535.55,13,2,1,3,10641.768,10660.514,8640.286,9204.007083333332,1990.5222775469738
2018-01-03 14:00:00,10423.088,14,2,1,3,10535.55,10641.768,7805.116,9282.976416666666,2004.7299818723084
2018-01-03 14:30:00,10254.388,14,2,1,3,10423.088,10535.55,7194.884,9392.058583333333,1992.0044728677315
2018-01-03 15:00:00,10154.414,15,2,1,3,10254.388,10423.088,6570.064,9519.537916666666,1942.5654731423335
2018-01-03 15:30:00,10193.992,15,2,1,3,10154.414,10254.388,6274.3279999999995,9668.885833333334,1841.080144350705
2018-01-03 16:00:00,10306.454,16,2,1,3,10193.992,10154.414,6122.2880000000005,9832.205166666667,1694.9131944332648
2018-01-03 16:30:00,10552.21,16,2,1,3,10306.454,10193.992,6068.136,10006.545416666666,1500.7934853325141
2018-01-03 17:00:00,11147.868,17,2,1,3,10552.21,10306.454,6440.942,10193.381833333333,1246.7986440962777
2018-01-03 17:30:00,12289.204,17,2,1,3,11147.868,10552.21,7036.6,10389.50375,970.4495942829429
2018-01-03 18:00:00,12187.144,18,2,1,3,12289.204,11147.868,8302.885999999999,10608.36225,748.2758732307417
2018-01-03 18:30:00,11812.252,18,2,1,3,12187.144,12289.204,9648.314,10770.206333333334,640.2028515461881
2018-01-03 19:00:00,11287.420000000002,19,2,1,3,11812.252,12187.144,9708.724,10860.370416666667,627.5861338288462
2018-01-03 19:30:00,10908.356,19,2,1,3,11287.420000000002,11812.252,10516.804,10926.149416666667,582.7639169631534
2018-01-03 20:00:00,10633.438,20,2,1,3,10908.356,11287.420000000002,10870.878,10942.464083333332,576.2503193320042
2018-01-03 20:30:00,10350.19,20,2,1,3,10633.438,10908.356,10910.442,10932.570749999999,579.5615052322305
2018-01-03 21:00:00,9704.552,21,2,1,3,10350.19,10633.438,11277.004,10909.226916666667,591.6485667024135
2018-01-03 21:30:00,9196.366,21,2,1,3,9704.552,10350.19,11445.704,10843.708083333333,634.6536563310834
2018-01-03 22:00:00,9912.83,22,2,1,3,9196.366,9704.552,11293.664,10749.985666666666,704.1672393670303
2018-01-03 22:30:00,10196.078,22,2,1,3,9912.83,9196.366,10872.95,10692.450916666667,714.1544731226047
2018-01-03 23:00:00,10493.9,23,2,1,3,10196.078,9912.83,10966.68,10664.247916666665,720.0573164494131
2018-01-03 23:30:00,10468.91,23,2,1,3,10493.9,10196.078,10866.706,10644.54875,717.887549388157
2018-01-04 00:00:00,10437.662,0,3,1,4,10468.91,10493.9,10760.488,10627.973916666668,717.1271185720573
2018-01-04 00:30:00,10083.602,0,3,1,4,10437.662,10468.91,10660.514,10614.522833333334,717.5609739375622
2018-01-04 01:00:00,9537.938,1,3,1,4,10083.602,10437.662,10641.768,10590.484833333334,725.5717449773852
2018-01-04 01:30:00,8590.306,1,3,1,4,9537.938,10083.602,10535.55,10544.491916666668,756.5053155217623
2018-01-04 02:00:00,7825.948,2,3,1,4,8590.306,9537.938,10423.088,10463.440083333333,855.2651196390029
2018-01-04 02:30:00,7251.122,2,3,1,4,7825.948,8590.306,10254.388,10355.225916666666,1010.7615000633192
2018-01-04 03:00:00,6622.129999999999,3,3,1,4,7251.122,7825.948,10154.414,10230.089833333333,1193.2266909120897
2018-01-04 03:30:00,6299.317999999999,3,3,1,4,6622.129999999999,7251.122,10193.992,10082.911333333333,1402.46583454189
2018-01-04 04:00:00,6161.852,4,3,1,4,6299.317999999999,6622.129999999999,10306.454,9920.63325,1600.4097159915932
2018-01-04 04:30:00,6234.75,4,3,1,4,6161.852,6299.317999999999,10552.21,9747.9415,1771.4400825527619
2018-01-04 05:00:00,6561.734,5,3,1,4,6234.75,6161.852,11147.868,9568.047333333334,1900.7204589024495
2018-01-04 05:30:00,7176.138000000001,5,3,1,4,6561.734,6234.75,12289.204,9376.958416666666,1964.4526529210912
2018-01-04 06:00:00,8398.688,6,3,1,4,7176.138000000001,6561.734,12187.144,9163.914,1911.4282526255038
2018-01-04 06:30:00,9621.238,6,3,1,4,8398.688,7176.138000000001,11812.252,9006.061666666666,1804.336175323335
2018-01-04 07:00:00,9681.648,7,3,1,4,9621.238,8398.688,11287.420000000002,8914.769416666666,1709.0956534239247
2018-01-04 07:30:00,10408.514,7,3,1,4,9681.648,9621.238,10908.356,8847.86225,1642.2992528353204
2018-01-04 08:00:00,10954.178,8,3,1,4,10408.514,9681.648,10633.438,8827.0355,1618.0230359444008
2018-01-04 08:30:00,11008.33,8,3,1,4,10954.178,10408.514,10350.19,8840.399666666666,1634.82914054674
2018-01-04 09:00:00,11589.414,9,3,1,4,11008.33,10954.178,9704.552,8867.822166666667,1666.4689637904687
2018-01-04 09:30:00,11712.292,9,3,1,4,11589.414,11008.33,9196.366,8946.358083333333,1749.9397318278614
2018-01-04 10:00:00,11493.598,10,3,1,4,11712.292,11589.414,9912.83,9051.188333333334,1838.6761520310117
2018-01-04 10:30:00,11233.268,10,3,1,4,11493.598,11712.292,10196.078,9117.053666666667,1898.2327092409562
2018-01-04 11:00:00,11066.64,11,3,1,4,11233.268,11493.598,10493.9,9160.269916666666,1935.3109710157971
2018-01-04 11:30:00,10937.518,11,3,1,4,11066.64,11233.268,10468.91,9184.134083333332,1955.8926182728198
2018-01-04 12:00:00,10793.808,12,3,1,4,10937.518,11066.64,10437.662,9203.659416666667,1971.552277010928
2018-01-04 12:30:00,10756.316,12,3,1,4,10793.808,10937.518,10083.602,9218.498833333333,1982.5537758506887
2018-01-04 13:00:00,10627.194,13,3,1,4,10756.316,10793.808,9537.938,9246.528583333333,1999.9953266151094
2018-01-04 13:30:00,10554.296,13,3,1,4,10627.194,10756.316,8590.306,9291.91425,2019.1630959387176
2018-01-04 14:00:00,10462.666,14,3,1,4,10554.296,10627.194,7825.948,9373.747166666666,2029.265079008095
2018-01-04 14:30:00,10393.926,14,3,1,4,10462.666,10554.296,7251.122,9483.610416666668,2013.1358736916782
2018-01-04 15:00:00,10152.342,15,3,1,4,10393.926,10462.666,6622.129999999999,9614.560583333334,1963.2004513463312
2018-01-04 15:30:00,10137.754,15,3,1,4,10152.342,10393.926,6299.317999999999,9761.65275,1858.7149581972021
2018-01-04 16:00:00,10183.576,16,3,1,4,10137.754,10152.342,6161.852,9921.587583333334,1706.7727034844575
2018-01-04 16:30:00,10423.088,16,3,1,4,10183.576,10137.754,6234.75,10089.159416666667,1507.3699961438112
2018-01-04 17:00:00,10993.756,17,3,1,4,10423.088,10183.576,6561.734,10263.673499999999,1264.6341867019792
2018-01-04 17:30:00,11691.46,17,3,1,4,10993.756,10423.088,7176.138000000001,10448.341083333333,995.5139595719285
2018-01-04 18:00:00,11472.78,18,3,1,4,11691.46,10993.756,8398.688,10636.4795,745.49753143782
2018-01-04 18:30:00,11077.056,18,3,1,4,11472.78,11691.46,9621.238,10764.566666666666,592.7301273954987
2018-01-04 19:00:00,10416.844,19,3,1,4,11077.056,11472.78,9681.648,10825.22575,543.0472654686156
2018-01-04 19:30:00,10012.79,19,3,1,4,10416.844,11077.056,10408.514,10855.858916666666,494.27997039589104
2018-01-04 20:00:00,9587.918,20,3,1,4,10012.79,10416.844,10954.178,10839.370416666667,515.9758453523626
2018-01-04 20:30:00,9271.35,20,3,1,4,9587.918,10012.79,11008.33,10782.442916666667,574.7774345266181
2018-01-04 21:00:00,8929.778,21,3,1,4,9271.35,9587.918,11589.414,10710.06875,649.5869467160669
2018-01-04 21:30:00,8329.962,21,3,1,4,8929.778,9271.35,11712.292,10599.250583333333,716.4709627669073
2018-01-04 22:00:00,9340.076,22,3,1,4,8329.962,8929.778,11493.598,10458.320166666666,814.0275883118578
2018-01-04 22:30:00,9725.384,22,3,1,4,9340.076,8329.962,11233.268,10368.590083333333,813.6385040113876
2018-01-04 23:00:00,10139.84,23,3,1,4,9725.384,9340.076,11066.64,10305.761583333335,802.1027589486412
2018-01-04 23:30:00,10096.104,23,3,1,4,10139.84,9725.384,10937.518,10267.144916666666,786.0270851124757
2018-01-05 00:00:00,10116.936,0,4,1,5,10096.104,10139.84,10793.808,10232.086000000001,773.4913272667371
2018-01-05 00:30:00,9704.552,0,4,1,5,10116.936,10096.104,10756.316,10203.883,764.4060286718724
2018-01-05 01:00:00,9156.802,1,4,1,5,9704.552,10116.936,10627.194,10160.059500000001,761.5013349448981
2018-01-05 01:30:00,8263.308,1,4,1,5,9156.802,9704.552,10554.296,10098.793166666666,781.179819961287
2018-01-05 02:00:00,7448.969999999999,2,4,1,5,8263.308,9156.802,10462.666,10003.335333333334,859.1804530518127
2018-01-05 02:30:00,6755.424,2,4,1,5,7448.969999999999,8263.308,10393.926,9877.764666666666,998.1234555903101
2018-01-05 03:00:00,6136.862,3,4,1,5,6755.424,7448.969999999999,10152.342,9726.160416666668,1176.670621779355
2018-01-05 03:30:00,5782.802,3,4,1,5,6136.862,6755.424,10137.754,9558.84875,1381.1515678922012
2018-01-05 04:00:00,5551.62,4,4,1,5,5782.802,6136.862,10183.576,9377.392416666666,1574.352816352892
2018-01-05 04:30:00,5422.498,4,4,1,5,5551.62,5782.802,10423.088,9184.39425,1745.8041597455435
2018-01-05 05:00:00,5474.564,5,4,1,5,5422.498,5551.62,10993.756,8976.036333333333,1884.4411978923672
2018-01-05 05:30:00,5689.086,5,4,1,5,5474.564,5422.498,11691.46,8746.07,1962.6470141762672
2018-01-05 06:00:00,6097.298,6,4,1,5,5689.086,5474.564,11472.78,8495.971083333334,1953.4168241180741
2018-01-05 06:30:00,6476.348,6,4,1,5,6097.298,5689.086,11077.056,8271.992666666667,1904.828041176184
2018-01-05 07:00:00,6997.022000000001,7,4,1,5,6476.348,6097.298,10416.844,8080.2965,1840.681918837833
2018-01-05 07:30:00,8007.136,7,4,1,5,6997.022000000001,6476.348,10012.79,7937.803916666667,1783.4170725471897
2018-01-05 08:00:00,8819.402,8,4,1,5,8007.136,6997.022000000001,9587.918,7854.235000000001,1728.091279503115
2018-01-05 08:30:00,9402.558,8,4,1,5,8819.402,8007.136,9271.35,7822.213500000001,1701.4848933784206
2018-01-05 09:00:00,9929.49,9,4,1,5,9402.558,8819.402,8929.778,7827.6804999999995,1706.5467828081619
2018-01-05 09:30:00,10000.302,9,4,1,5,9929.49,9402.558,8329.962,7869.335166666667,1746.3537891556111
2018-01-05 10:00:00,9837.846,10,4,1,5,10000.302,9929.49,9340.076,7938.9326666666675,1798.0288347749236
2018-01-05 10:30:00,9644.156,10,4,1,5,9837.846,10000.302,9725.384,7959.673083333334,1817.6576199274818
2018-01-05 11:00:00,9356.736,11,4,1,5,9644.156,9837.846,10139.84,7956.288583333332,1814.2994201210952
2018-01-05 11:30:00,9194.294,11,4,1,5,9356.736,9644.156,10096.104,7923.65925,1780.0402888791807
2018-01-05 12:00:00,8963.112000000001,12,4,1,5,9194.294,9356.736,10116.936,7886.083833333333,1741.2840025128091
2018-01-05 12:30:00,8719.428,12,4,1,5,8963.112000000001,9194.294,9704.552,7838.007833333334,1692.2512214568385
2018-01-05 13:00:00,8561.144,13,4,1,5,8719.428,8963.112000000001,9156.802,7796.960999999999,1656.5798276472397
2018-01-05 13:30:00,8392.444,13,4,1,5,8561.144,8719.428,8263.308,7772.1419166666665,1639.69680535267
2018-01-05 14:00:00,8150.846,14,4,1,5,8392.444,8561.144,7448.969999999999,7777.522583333334,1641.5894316117547
2018-01-05 14:30:00,8021.724,14,4,1,5,8150.846,8392.444,6755.424,7806.767416666667,1641.7337356574453
2018-01-05 15:00:00,7984.232,15,4,1,5,8021.724,8150.846,6136.862,7859.529916666666,1626.756339835732
2018-01-05 15:30:00,8021.724,15,4,1,5,7984.232,8021.724,5782.802,7936.503666666667,1584.8672858090702
2018-01-05 16:00:00,8080.034,16,4,1,5,8021.724,7984.232,5551.62,8029.792083333334,1517.026057516453
2018-01-05 16:30:00,8454.926,16,4,1,5,8080.034,8021.724,5422.498,8135.1426666666675,1422.2805148468483
2018-01-05 17:00:00,9083.904,17,4,1,5,8454.926,8080.034,5474.564,8261.493833333332,1300.2834527776458
2018-01-05 17:30:00,10291.88,17,4,1,5,9083.904,8454.926,5689.086,8411.883,1165.6967924723165
2018-01-05 18:00:00,10412.672,18,4,1,5,10291.88,9083.904,6097.298,8603.666083333334,1073.222584536815
2018-01-05 18:30:00,9998.216,18,4,1,5,10412.672,10291.88,6476.348,8783.473333333333,993.5933988788315
2018-01-05 19:00:00,9394.228,19,4,1,5,9998.216,10412.672,6997.022000000001,8930.217833333334,893.0212046896798
2018-01-05 19:30:00,8921.448,19,4,1,5,9394.228,9998.216,8007.136,9030.101416666666,796.2088385666692
2018-01-05 20:00:00,8554.9,20,4,1,5,8921.448,9394.228,8819.402,9068.19775,766.4523361510815
2018-01-05 20:30:00,8332.047999999999,20,4,1,5,8554.9,8921.448,9402.558,9057.176833333333,772.066437303451
2018-01-05 21:00:00,7948.826,21,4,1,5,8332.047999999999,8554.9,9929.49,9012.57225,782.1032247333061
2018-01-05 21:30:00,7632.258,21,4,1,5,7948.826,8332.047999999999,10000.302,8930.044583333334,785.6352674866505
2018-01-05 22:00:00,8165.42,22,4,1,5,7632.258,7948.826,9837.846,8831.376083333333,794.0340459097897
2018-01-05 22:30:00,8436.18,22,4,1,5,8165.42,7632.258,9644.156,8761.691666666668,775.0244119861957
2018-01-05 23:00:00,8723.599999999999,23,4,1,5,8436.18,8165.42,9356.736,8711.359333333334,754.1669632882501
2018-01-05 23:30:00,8432.008000000002,23,4,1,5,8723.599999999999,8436.18,9194.294,8684.978666666668,741.578687317651
2018-01-06 00:00:00,8234.16,0,5,1,6,8432.008000000002,8723.599999999999,8963.112000000001,8653.216750000001,735.1124203626783
2018-01-06 00:30:00,7626.0,0,5,1,6,8234.16,8432.008000000002,8719.428,8622.84375,736.8089026569966
2018-01-06 01:00:00,7278.198,1,5,1,6,7626.0,8234.16,8561.144,8577.284249999999,763.8848698079881
2018-01-06 01:30:00,6549.246,1,5,1,6,7278.198,7626.0,8392.444,8523.828166666666,808.6420576007268
2018-01-06 02:00:00,5970.248,2,5,1,6,6549.246,7278.198,8150.846,8447.02825,903.613541847741
2018-01-06 02:30:00,5559.95,2,5,1,6,5970.248,6549.246,8021.724,8356.17,1034.7966009462057
2018-01-06 03:00:00,5220.464,3,5,1,6,5559.95,5970.248,7984.232,8253.596083333334,1181.0638255944968
2018-01-06 03:30:00,5028.86,3,5,1,6,5220.464,5559.95,8021.724,8138.439083333334,1333.3846517158483
2018-01-06 04:00:00,4814.338,4,5,1,6,5028.86,5220.464,8080.034,8013.736416666667,1476.9928029611572
2018-01-06 04:30:00,4739.368,4,5,1,6,4814.338,5028.86,8454.926,7877.665749999999,1614.6350704556335
2018-01-06 05:00:00,4899.738,5,5,1,6,4739.368,4814.338,9083.904,7722.850833333334,1730.8269827433494
2018-01-06 05:30:00,5041.362,5,5,1,6,4899.738,4739.368,10291.88,7548.510583333333,1797.2268349875214
2018-01-06 06:00:00,5270.458,6,5,1,6,5041.362,4899.738,10412.672,7329.7390000000005,1768.0941955972971
2018-01-06 06:30:00,5287.118,6,5,1,6,5270.458,5041.362,9998.216,7115.480083333333,1688.0141419299398
2018-01-06 07:00:00,5791.132,7,5,1,6,5287.118,5270.458,9394.228,6919.184333333334,1610.3467507297337
2018-01-06 07:30:00,6526.3279999999995,7,5,1,6,5791.132,5287.118,8921.448,6769.055333333333,1535.8005254295392
2018-01-06 08:00:00,7232.376,8,5,1,6,6526.3279999999995,5791.132,8554.9,6669.2586666666675,1466.0922951918683
2018-01-06 08:30:00,7882.172,8,5,1,6,7232.376,6526.3279999999995,8332.047999999999,6614.153499999999,1416.139765304548
2018-01-06 09:00:00,8586.134,9,5,1,6,7882.172,7232.376,7948.826,6595.408666666666,1395.2351953007817
2018-01-06 09:30:00,8917.29,9,5,1,6,8586.134,7882.172,7632.258,6621.963166666667,1427.7984609037574
2018-01-06 10:00:00,8973.514,10,5,1,6,8917.29,8586.134,8165.42,6675.506166666666,1490.0688543653757
2018-01-06 10:30:00,8838.148000000001,10,5,1,6,8973.514,8917.29,8436.18,6709.17675,1533.6913010939552
